"text","username","url","tweet_id","likes","replies","retweets"
"BOYCOTT starbucks. BOYCOTT mcdonald’s. BOYCOTT disney","@quesoconmigo","https://twitter.com/quesoconmigo/status/1721377925855908147","1721377925855908147","0","0","0"
"Like these fatties are gonna boycott McDonald’s for long anyway","@Aclockworkolive","https://twitter.com/Aclockworkolive/status/1721374062503510351","1721374062503510351","0","0","0"
"i had to boycott mcdonald’s bc ours is owned by KSA","@afcuzer","https://twitter.com/afcuzer/status/1721370033795088778","1721370033795088778","1","1","0"
"Boycott McDonald. Stop buy . Their sponsor genocide kill Palestinians.","@MhdSidek","https://twitter.com/MhdSidek/status/1721361058466836852","1721361058466836852","0","0","0"
"If you can’t boycott McDonald’s it’s cause you fat hongry n greedy af","@BIGBRO718","https://twitter.com/BIGBRO718/status/1721217046514450473","1721217046514450473","2","0","3"
"Boycott McDonald’s","@BilalNasirKhanI","https://twitter.com/BilalNasirKhanI/status/1721312144963113251","1721312144963113251","65","3","1"
"Osef on boycott McDonald's","@mudaigri","https://twitter.com/mudaigri/status/1721290419328233648","1721290419328233648","2","1","0"
"Anyway don’t forget to boycott McDonald’s btw","@asgorudolph","https://twitter.com/asgorudolph/status/1721283091660947596","1721283091660947596","1","0","0"
"People can’t even boycott McDonald’s  and that’s crazy lol","@yeezyree","https://twitter.com/yeezyree/status/1721001371267162207","1721001371267162207","8","0","4"
"Boycott Mcdonald and all other products who support Is*rael","@Aadymemon","https://twitter.com/Aadymemon/status/1720937769927692378","1720937769927692378","257","16","15"
"Boycott McDonald’s. Doesn’t matter if it’s vegan in the UK. They support Israel.","@dankblonde1","https://twitter.com/dankblonde1/status/1721236999707775103","1721236999707775103","4","0","1"
"Boycott McDonald's please of my lord","@ikafishh","https://twitter.com/ikafishh/status/1721231706391277657","1721231706391277657","3","0","1"
"I’m shocked how easy it was to get my friends to boycott McDonald’s","@morirodaragina_","https://twitter.com/morirodaragina_/status/1721218416525082782","1721218416525082782","1","0","0"
"remember to CONTINUE to boycott mcdonald’s, starbucks, and disney+. if u give in the moment the genocide loses public attention, or the moment it benefits u, blood is on ur hands.","@hard2luvrsie","https://twitter.com/hard2luvrsie/status/1718004271923466312","1718004271923466312","65","0","45"
"Boycott McDonald's","@Mairy_Jahangir","https://twitter.com/Mairy_Jahangir/status/1721214790205403221","1721214790205403221","1","0","0"
"Boycott McDonald’s","@asifbhandari","https://twitter.com/asifbhandari/status/1721214091358769530","1721214091358769530","0","0","0"
"Your not ever going to get everyone to boycott McDonald’s be real","@JB_Rts","https://twitter.com/JB_Rts/status/1721209207595155830","1721209207595155830","0","0","0"
"Bruh, I would never boycott McDonald's, Dunkin', Pringles, or Lays. I love McDonald's chicken nuggets and fries, Dunkin's donuts and munchkins are off the wall, and both Pringles and Lays are delicious.","@TPOTTennisBall","https://twitter.com/TPOTTennisBall/status/1721204360896463167","1721204360896463167","0","0","0"
"you need to boycott mcdonald ya fatty","@ajdhfisjdd","https://twitter.com/ajdhfisjdd/status/1721203802810835383","1721203802810835383","1","0","0"
"someone said that we couldn’t boycott McDonald’s because we love it too much like…I’m definitely not apart of that we. I don’t even like McDonald’s 😭get it cheaper + better + not feeling all gross n sticky at home","@meowzersa","https://twitter.com/meowzersa/status/1721200156412928461","1721200156412928461","0","0","0"
"The last few days have been eye opening - I now have to boycott McDonald’s, Disney, RFK jr, Ciara.","@ShaniCrypt","https://twitter.com/ShaniCrypt/status/1713638152357691888","1713638152357691888","0","0","1"
"Boycott Disney. Boycott Starbucks. Boycott McDonald’s. Don’t be ignorant or you will be standing with genocide.

Land you kill for is not yours. Land you have to die for is. 🇵🇸 From the River to the Sea, Palestine will be free. 🇵🇸","@beetlesmooches","https://twitter.com/beetlesmooches/status/1721190770583961855","1721190770583961855","0","0","0"
"you gotta be fat as fuck to not be able to boycott mcdonald’s","@nouransdiary","https://twitter.com/nouransdiary/status/1721189708850495727","1721189708850495727","3","0","0"
"Boycott McDonald's

#FreePalestine
#IsraelIsATerroristState","@IrfanCyrus","https://twitter.com/IrfanCyrus/status/1721186161874628875","1721186161874628875","0","0","0"
"There’s McDonalds all over the world. If you think you can boycott McDonald’s that will never work. Go to Palenstine and actually help the Palenstine ppl instead of tweeting from your million dollar residence in America.","@hyphhytv","https://twitter.com/hyphhytv/status/1721182725560799675","1721182725560799675","4","0","0"
"How are people struggling to boycott McDonald’s they literally have the nastiest food I’ve ever tasted in my entire life not even exaggerating","@kiaxxla","https://twitter.com/kiaxxla/status/1719492013253673183","1719492013253673183","41","8","10"
"What hold does McDonald's, a bland plastic tasteless food chain have on Pakistanis? I truly do not understand. Your ancestors royal taste buds invented butter chicken and chicken tikka masala and you can't boycott MCDONALD'S to oppose a genocide? What? WHAT?","@5odayja","https://twitter.com/5odayja/status/1718366312844447938","1718366312844447938","33","1","17"
"saying it’s hard to boycott mcdonald’s is kind of insane actually","@ivybirthmark","https://twitter.com/ivybirthmark/status/1720401118507814972","1720401118507814972","75","6","7"
"If ya'll aren't retweeting Palestine support.
Please at least try to boycott McDonald's, Starbucks, and Disney. Also, spread the info irl.
I know it's distressing but please, people need help.","@YarrowGiovanni","https://twitter.com/YarrowGiovanni/status/1720211804054270266","1720211804054270266","11","0","5"
"If it’s hard for you to boycott McDonald’s then you have a bigger problem on your hands….","@lavendershayk","https://twitter.com/lavendershayk/status/1720592570768916589","1720592570768916589","127","1","8"
"Boycott McDonald's","@UndeadRugus","https://twitter.com/UndeadRugus/status/1721179498958221347","1721179498958221347","2","1","0"
"I know people are trying to boycott McDonald’s because of their support for Israel but there’s ways to go about it and this is definitely not one of them","@CozyBoyAkashi","https://twitter.com/CozyBoyAkashi/status/1721177844556919160","1721177844556919160","2","0","0"
"Boycott McDonald’s which is complicit in genocide.","@SaleemSiddiqi1","https://twitter.com/SaleemSiddiqi1/status/1721163794892701902","1721163794892701902","2","0","0"
"Absolute weirdos. If you want to boycott McDonald’s that’s fine why are you screaming at a random kid","@sladethecreator","https://twitter.com/sladethecreator/status/1721160212537541119","1721160212537541119","0","0","0"
"Yeah, you’re supposed to boycott McDonald’s because they don’t support Muslim countries. Let’s see Muslim countries have mass slavery(you can Google world wide slave statistics), pedophilia(Google mohammeds third wife), and the murder of all gays. Routinely so.","@DerekBartlett14","https://twitter.com/DerekBartlett14/status/1721156506442186848","1721156506442186848","3","1","0"
"We should boycott McDonald's, Starbucks etc even if the respective owners are Muslims because they shouldn't do business with those who support Zionis*ts. 
We should force them to reject any business dealings with these MNC's","@mo9ala7","https://twitter.com/mo9ala7/status/1721127671743066276","1721127671743066276","0","0","0"
"Boycott McDonald’s","@bigshmeeps","https://twitter.com/bigshmeeps/status/1721125348996448295","1721125348996448295","2","0","0"
"Me drunk af still telling everyone to boycott McDonald’s","@d4L1a_","https://twitter.com/d4L1a_/status/1721122817188765711","1721122817188765711","6","1","0"
"BOYCOTT MCDONALD FREE PALESTINE 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸","@HShinji10","https://twitter.com/HShinji10/status/1721118035484766352","1721118035484766352","1","0","0"
"Never said anyone didn't have the right to boycott Mcdonald's, even for dumb reasons like refusing to open in West Bank settlements or for feeding the IDF. The Israeli settlers who called for a McDonald's boycott in 2013 aren't the ones harassing random people in London though.","@AustinVTran","https://twitter.com/AustinVTran/status/1721108033223483730","1721108033223483730","1","1","0"
"Have the rulers or scholars given any orders or rulings as of present to boycott McDonald's?","@truthtonichq","https://twitter.com/truthtonichq/status/1721105142391476428","1721105142391476428","0","0","0"
"Boycott Disney
Boycott McDonald's
Boycott Starbucks","@seshegoboxego","https://twitter.com/seshegoboxego/status/1721095875710132411","1721095875710132411","0","0","1"
"Boycott McDonald’s!!! Free Palestine 🇵🇸","@latiev_latie","https://twitter.com/latiev_latie/status/1719988894148473092","1719988894148473092","9","0","2"
"Good one.👍 Boycott McDonald's","@SyedAli04066284","https://twitter.com/SyedAli04066284/status/1721093667543261690","1721093667543261690","2","0","0"
"I’m sorry but all over a certain app people are telling us to boycott McDonald’s, Tescos, Starbucks etc etc etc no I will not as people I know who were born & bred here, work on minimum wage in them!!","@MoiraR2023","https://twitter.com/MoiraR2023/status/1721091746371649672","1721091746371649672","0","0","0"
"BOYCOTT MCDONALD’S, STARBUCKS, & DISNEY.","@katysnro","https://twitter.com/katysnro/status/1721086805611602157","1721086805611602157","2","0","0"
"Continue boycott McDonald!!","@bianchiat","https://twitter.com/bianchiat/status/1721076729509261741","1721076729509261741","0","0","0"
"boycott mcdonald's!","@worldsbias","https://twitter.com/worldsbias/status/1721037249825939556","1721037249825939556","1","0","0"
"The reason they boycott McDonald is that Israel McDonald provided free food to IDF.  No need to do that. They should boycott Israel products.","@JayC01570675","https://twitter.com/JayC01570675/status/1721030133262242161","1721030133262242161","0","0","0"
"Mfs can’t even boycott McDonald’s lol it’s so pathetic and weak minded. They’d be cooked","@aiza_kam","https://twitter.com/aiza_kam/status/1721030113389592656","1721030113389592656","1","0","0"
"i choose to boycott McDonald's because they provided free meals to the IDF (isr*el's military), to continue to support and fund them in their genocide)","@jingliukisser","https://twitter.com/jingliukisser/status/1721021969473425764","1721021969473425764","0","1","0"
"It’s actually extremely ableist to ask me to boycott McDonald’s because I’m actually really fucking fat","@lutheranism69","https://twitter.com/lutheranism69/status/1721004092519260576","1721004092519260576","6","1","0"
"Boycott McDonald's not the Palestine movement, sorry if you get it mixed up","@TEEP_Ab","https://twitter.com/TEEP_Ab/status/1720995513779024024","1720995513779024024","0","0","0"
"understandable 
boycott McDonald they suck","@Kaiella_Jen","https://twitter.com/Kaiella_Jen/status/1720994683290312887","1720994683290312887","3","0","0"
"Boycott McDonald's","@WWCL1985","https://twitter.com/WWCL1985/status/1720991895239700881","1720991895239700881","1","0","0"
"if my fat ass can boycott mcdonald’s so can yours","@shoroukiebookie","https://twitter.com/shoroukiebookie/status/1720991243805634818","1720991243805634818","0","0","0"
"Allah knows best. A lot of companies that use the brand name of a foreign entity pay royalties my default. The question is are those royalties being paid directly aiding Israel and harming the Muslims. If so, then that definitely makes sense to boycott. McDonald’s trash anyway.","@AlBengalee","https://twitter.com/AlBengalee/status/1720983723921830369","1720983723921830369","1","0","0"
"Boycott mcdonald’s they’re funding the IDF!!!!","@fearless___1989","https://twitter.com/fearless___1989/status/1720967691123429593","1720967691123429593","66","1","0"
"Apart from the obvious health reasons, why should people in the UK boycott McDonald’s?

Is this because a franchisee thousands of miles away and completely unrelated to British McDonald’s franchisees gave away free food to Israeli soldiers?","@ASonny35","https://twitter.com/ASonny35/status/1720949855932350532","1720949855932350532","0","0","0"
"I don't she needs 5 billion replies telling her to boycott McDonald's omg guys. Its only been 6 hours and it doesn't even look like she's been on twitter since she posted this. Give her time. Damn.","@ChelseaM201713","https://twitter.com/ChelseaM201713/status/1720948118454489319","1720948118454489319","1","0","0"
"Boycott McDonald's, it's so easy because the food is shit anyway.","@stephen_worden","https://twitter.com/stephen_worden/status/1720946995118948722","1720946995118948722","0","0","0"
"Boycott Mcdonald but not Apple product ,😵‍💫😵‍💫😵‍💫 fyi Apple company top 10 big tax payer in US .Mcd not even in 10 top ten list even hari2 org makan .","@madya_zarira","https://twitter.com/madya_zarira/status/1720946992334168091","1720946992334168091","0","0","0"
"We should all boycott McDonald's, finally something we can all agree on!","@Thewatcher0009","https://twitter.com/Thewatcher0009/status/1720934860947108273","1720934860947108273","1","0","0"
"Complete rubbish - if people boycott McDonald’s, the rest of the companies will boycott Israel. 

Simple stuff!

.@Lawakua_","@kv654321","https://twitter.com/kv654321/status/1720934752096538750","1720934752096538750","1","1","0"
"REMINDER TO BOYCOTT MCDONALD'S AND STARBUCKS. 
I HAVEN'T GIVEN THEM MY MONEY IN WEEKS, AND NEITHER SHOULD YOU.","@ccexii","https://twitter.com/ccexii/status/1720647525819175193","1720647525819175193","32","0","9"
"boycott mcdonald’s","@realyrelly","https://twitter.com/realyrelly/status/1720932923086414274","1720932923086414274","45","0","0"
"You’d have to be an evil bastard to boycott McDonald’s and if your child was to ask for one and refuse 😂😂😂😂😂 I could be wrong but I’m sure Israel helps or plays a role in some things for fighting cancer (if I’m not wrong) bet ya they wouldn’t boycott that","@RyanOgle95","https://twitter.com/RyanOgle95/status/1720931782047002871","1720931782047002871","1","1","0"
"if drunk me can be starving after a rave and crave nothing but chicken nuggets and STILL not get them then you can continue to boycott mcdonald’s because if there’s nothing on the menu that can sway you when ur drunk there’s nothing on the menu that can sway you when ur sober","@baberuwth","https://twitter.com/baberuwth/status/1720925679611679000","1720925679611679000","0","0","0"
"Boycott McDonald’s","@bigshmeeps","https://twitter.com/bigshmeeps/status/1720919971881177183","1720919971881177183","1","0","0"
"McDonald’s is disgusting. Must be owned by Jews. Boycott McDonald’s","@bob87688678","https://twitter.com/bob87688678/status/1720912844986761402","1720912844986761402","0","0","0"
"The heck why are boycott McDonald's 😭","@B0SS_SSBU","https://twitter.com/B0SS_SSBU/status/1720887457212752291","1720887457212752291","1","1","0"
"#BoycottMcDonalds #GazaGenocide #BDS 

Numerous good reasons to boycott McDonald's","@19MW98","https://twitter.com/19MW98/status/1720592490049200212","1720592490049200212","1","0","3"
"I have heard calls to boycott McDonald's after reports that the chain was giving out free burgers to Israeli soldiers.

No idea whether the reports are true but either way, no justification for intimidating children.","@RGPSueW","https://twitter.com/RGPSueW/status/1720878425953431811","1720878425953431811","3","1","0"
"Be sure to boycott McDonald's, UFC, Coca-Cola, Subway, the US government, Nike, and numerous other companies, corporations, etc","@jayaf313","https://twitter.com/jayaf313/status/1720868682807509061","1720868682807509061","3","0","0"
"All the people who can't boycott McDonald's is so funny to me like in the second grade I stopped eating McDonald's because my teacher showed the class super size me and I didn't eat McDonald's until HIGH SCHOOL","@afrovampira","https://twitter.com/afrovampira/status/1720867712140812326","1720867712140812326","1","1","0"
"""Telling people to boycott McDonald's is antipoor"" poor people do not eat McDonald's. That shit is expensive for what it is","@punkrayna","https://twitter.com/punkrayna/status/1720866324296175781","1720866324296175781","5","0","0"
"The thing that really gets me about 'boycott fatigue' is that we're being asked to boycott McDonald's and Starbucks, perhaps the easiest establishments to boycott.","@AttShaman","https://twitter.com/AttShaman/status/1720865546911068397","1720865546911068397","1","0","0"
"Companies affected by the boycott:

McDonald’s lost $400M
Pepsi lost $650M
Coca-Cola lost $600M

How comes it doesn’t work??","@AdamBibliophile","https://twitter.com/AdamBibliophile/status/1720858104982561124","1720858104982561124","3","4","1"
"but they can’t boycott McDonald’s or Starbucks","@saucyyyyyyyken","https://twitter.com/saucyyyyyyyken/status/1720848080566665468","1720848080566665468","1","0","0"
"Boycott McDonald's 🖕","@AamirRathore12","https://twitter.com/AamirRathore12/status/1720846829728985154","1720846829728985154","0","0","0"
"Let's boycott McDonald's, KFC & Coca-Cola. I know some people are used to it, but let's do it for Palestine. #FreePalestine","@ebaad_al","https://twitter.com/ebaad_al/status/1720842598385062192","1720842598385062192","1","0","0"
"Y'all bitches are too fat, cus why can't you simply boycott McDonald's lmfaooo","@jihyorelia","https://twitter.com/jihyorelia/status/1720826540907540622","1720826540907540622","0","0","0"
"He need to lessen to pokimane and boycott mcdonald's","@BangerDanger11","https://twitter.com/BangerDanger11/status/1720810146614423777","1720810146614423777","0","0","0"
"This McDonalds franchise in owned by some Arabs only, if you boycott McDonald’s in Arab it’s only the loss of that franchise owners. McDonald’s have thousands of stores around the world.","@drelonkhan","https://twitter.com/drelonkhan/status/1720809300048625976","1720809300048625976","0","0","0"
"𝐌𝐜𝐃𝐨𝐧𝐚𝐥𝐝𝐬'𝐬 𝐜𝐚𝐮𝐠𝐡𝐭 𝐢𝐧 𝐭𝐡𝐞 𝐈𝐬𝐫𝐚𝐞𝐥-𝐇𝐚𝐦𝐚𝐬 𝐖𝐚𝐫  𝐜𝐫𝐨𝐬𝐬𝐟𝐢𝐫𝐞:

.@McDonalds's Israel supporting Israeli soldiers? That's sparked a boycott in the Middle East, but what should you do.

Some people say boycott McDonald's, it's the right thing to do Others say, don't hurt the franchises, they're innocent too.

McDonald's Israel's support for Israeli soldiers has sparked a boycott in the Middle East.

Franchises in the region are distancing themselves from the franchise in Israel and some are even donating money to show their support for Gaza.

TikTok stars are calling for a boycott of McDonald's, but some question the logic of boycotting a brand that operates independently and provides jobs to thousands of people in the region.

Boycotting McDonald's:

Franchises in the Middle East are independent entities that have nothing to do with the franchise in Israel.

Boycotting McDonald's could hurt thousands of innocent people who work for the company in the Middle East.

Boycotting McDonald's could also have a negative impact on the economies of Middle Eastern countries.

What do you think?

Should people in the Middle East boycott McDonald's or support the franchises that are trying to help people in Gaza?

Make your choice.

But remember, there's no easy answer to this voice.","@arunchandrac5","https://twitter.com/arunchandrac5/status/1720807250632245743","1720807250632245743","1","0","0"
"People who say they cannot boycott McDonald's or Starbucks are funny to me. Because what is the perceived value of your purchase? The drinks are not very good and the prices MCDONALD'S are charging are ridiculous for the quality of the ""food"" they are offering. Boycott that sh*t!","@BTSareHumans","https://twitter.com/BTSareHumans/status/1718683879911969033","1718683879911969033","327","14","120"
"Boycott 
McDonalds & CocaCola , attack the matrix. 
December boycott McDonald’s month.","@ConorRuairi","https://twitter.com/ConorRuairi/status/1720786998322172192","1720786998322172192","1","0","0"
"One should understand how Franchises work. Just Google it.
Keeping that in mind, McDonald in Israel is giving free meals to IDF. McDonald in UAE has given a large sum of money to Gaza Aid. People from both sides of the conflict will boycott McDonald and business will shut.","@tka_007_","https://twitter.com/tka_007_/status/1720780732048519362","1720780732048519362","1","1","0"
"even in indonesia we boycott mcdonald","@maxinentya","https://twitter.com/maxinentya/status/1720777008341488120","1720777008341488120","2","0","0"
"Saudis have no shame. I live in Saudi and nobody seems to boycott McDonald's and Starbucks. Saudis have no shame.","@gogglegogle","https://twitter.com/gogglegogle/status/1720776277412495546","1720776277412495546","2","0","0"
"How difficult is it for Muslims to boycott McDonald's?? All we can eat from there is a fish sandwich and ice cream everything else is haram anyway","@ifthi_ali","https://twitter.com/ifthi_ali/status/1720754956091678887","1720754956091678887","0","0","0"
"Launching an official campaign for all free people in the world to boycott McDonald’s, Burger King, Hardee’s, Subway, Nestle, Coca-Cola& Starbucks. They all provide support to the Israeli occupation who’s committing war massacres& genocide against civilians in Gaza Strip.","@frrhaya_","https://twitter.com/frrhaya_/status/1713332615732728284","1713332615732728284","208","4","103"
"I don’t live in a Western country and I think it’s every Muslim’s duty to boycott Israeli-supporting businesses. Boycott McDonald’s, HP, and even Intel if you could. Support your local small businesses: better for your local community and for the world","@joesthrowaway","https://twitter.com/joesthrowaway/status/1720712382253518972","1720712382253518972","7","0","0"
"mcdonald’s is just fattening how can y’all not drop it easily?! like def re-evaluate your life choices if u cannot boycott mcdonald’s","@kiddofilms","https://twitter.com/kiddofilms/status/1720684848313192652","1720684848313192652","9","3","2"
"like they can’t boycott Mcdonald’s, Starbucks, Disney to save other people’s lives THAT’S THE FUCKING LEAST YOU CAN DO","@pononompolotoyo","https://twitter.com/pononompolotoyo/status/1720684603156177329","1720684603156177329","3","1","0"
"Exactly but people here are running to me like i am saying we shouldnt boycott mcdonald or any other product. All i said is if its true that the mcdonald in ksa donated money to Palestinians then he is right to say that mcdonald is doing something good for Palestinians. 🤷🤷i dont know what the fck people in this reply are reading. I think they totally see a different reply than the one i posted.","@ZacZeid","https://twitter.com/ZacZeid/status/1720681568904376675","1720681568904376675","1","1","0"
"i’ve also been craving mcdonald’s a bit and there’s a lot of people saying that they can’t boycott mcdonald’s bc it’s cheap n they need it but y’all mcdonald’s stopped being cheap so long ago 😭 honestly boycotting mc’d & dominoes will probably benefit my family in the long run","@kqt707707","https://twitter.com/kqt707707/status/1720671232419680545","1720671232419680545","1","0","0"
"Anas tipu ap che hein kia, ask your precious company to boycott mcdonald, itna dukh drd un ke lie araha ap ke dil me tuo","@na_khuda_","https://twitter.com/na_khuda_/status/1720670025881936138","1720670025881936138","1","0","0"
"McDonald's support Israel.
Israel kills innocent people.
People boycott McDonald's. 
People buys McDonald's are funding Israel kills innocent people.","@yoamafia","https://twitter.com/yoamafia/status/1720660240314802182","1720660240314802182","0","0","0"
"A reminder before you boycott McDonald's check if your mc Donald branch is for or against palestine. A lot of arab or muslim Mc Donald branches are donating to Gaza !","@3luegrey","https://twitter.com/3luegrey/status/1720449083293171758","1720449083293171758","6","1","4"
"I'd still boycott McDonald's even if they didn't support Israel","@SalviSatan666","https://twitter.com/SalviSatan666/status/1720637546865324136","1720637546865324136","1","0","0"
"Your first sentence makes no sense. Stop being so emotional—you have plenty of real reasons to boycott McDonald’s instead of relying on some random Halloween post.","@chotibachi_","https://twitter.com/chotibachi_/status/1720634784525746238","1720634784525746238","0","0","0"
